OrthoSymbol	africanFrog	americanAlligator	americanEel	axolotl	bambooShark	barnOwl	beardedDragon	blindMoleRat	brownRat	budgerigar	canary	cat	catshark	chicken	cod	commonBuzzard	commonKestrel	cow	crabMacaque	daubentonBat	dog	eagleOwl	egyptianBat	emu	flavescentPeacockFish	garterSnake	giltheadBream	goldenEagle	gosHwak	greenAnole	groundBoa	groundSquirrel	harpyEagle	hawaiianCrow	honeyguide	hoodedCrow	horse	human	japaneseGecko	labMouse	littleOwl	mallardDuck	marmoset	minkeWhale	mousebird	nancymaMonkey	northernPike	oceanJacket	oldwife	oliveBaboon	opossum	orientalScopsOwl	ostrich	peregrineFalcon	pig	pigeon	quail	redStingray	rhesusMacaque	roundleafBat	sacwingedBat	sandRat	sparrowHawk	spottedGar	sunangel	tawnyOwl	tuna	uralOwl	westernFrog	whiteWagtail	yangtzeCatfish	zebraShark	zebrafinch	zebrafish
CAPN7	capn7.L	CAPN7	capn7	CAPN7	capn7	CAPN7	CAPN7	Capn7	Capn7	CAPN7	CAPN7	CAPN7	capn7	CAPN7	capn7	CAPN7	ENSFTIG00000000052	CAPN7	CAPN7	CAPN7	CAPN7	ENSBOBG00000011059	CAPN7	CAPN7	capn7	CAPN7	capn7	CAPN7	CAPN7	capn7	CAPN7	Capn7	CAPN7	CAPN7	CAPN7	CAPN7	CAPN7	CAPN7	CAPN7	Capn7	CAPN7	CAPN7	CAPN7	CAPN7	CAPN7	CAPN7	capn7	capn7	capn7	CAPN7	CAPN7	ENSOSUG00000013509	CAPN7	CAPN7	CAPN7	CAPN7	CAPN7	capn7	CAPN7	CAPN7	CAPN7	Capn7	ENSANIG00000011695	capn7	CAPN7	CAPN7	capn7	CAPN7	capn7	CAPN7	capn7	capn7	CAPN7	capn7
CDC45	cdc45.L,cdc45.S	CDC45	cdc45	CDC45	cdc45	CDC45	CDC45	Cdc45	Cdc45	CDC45	CDC45	CDC45	cdc45	CDC45	cdc45	CDC45	ENSFTIG00000010800	CDC45	CDC45	CDC45	CDC45	ENSBOBG00000000858	CDC45	CDC45	cdc45		cdc45	CDC45	CDC45	cdc45	CDC45	Cdc45	CDC45	CDC45	CDC45	CDC45	CDC45	CDC45	CDC45	Cdc45	CDC45	CDC45	CDC45	CDC45	CDC45	CDC45	cdc45	cdc45	cdc45	CDC45	CDC45	ENSOSUG00000012225	CDC45	CDC45	CDC45	CDC45	CDC45	cdc45	CDC45	CDC45	CDC45	Cdc45	ENSANIG00000005538	cdc45	CDC45	CDC45	cdc45	CDC45	cdc45	CDC45	cdc45	cdc45	CDC45	cdc45
CDC6	cdc6.L,cdc6.S	CDC6	cdc6	CDC6	cdc6	CDC6	CDC6	Cdc6	Cdc6	CDC6	CDC6	CDC6	cdc6	CDC6	cdc6	CDC6	ENSFTIG00000001314	CDC6	CDC6	CDC6	CDC6		CDC6	CDC6	cdc6	CDC6	cdc6	CDC6	CDC6	cdc6	CDC6	Cdc6	CDC6	CDC6	CDC6	CDC6	CDC6	CDC6	CDC6	Cdc6	CDC6	CDC6	CDC6	CDC6	CDC6	CDC6	cdc6	cdc6	cdc6	CDC6		ENSOSUG00000010060	CDC6	CDC6	CDC6	CDC6	CDC6	cdc6	CDC6	CDC6	CDC6	Cdc6	ENSANIG00000012773	cdc6	CDC6	CDC6	cdc6	CDC6	cdc6	CDC6	cdc6	cdc6	CDC6	cdc6
CEP89	cep89.L	CEP89	cep89	CEP89	cep89	CEP89	CEP89	Cep89	Cep89	CEP89	CEP89	CEP89	cep89	CEP89	cep89	CEP89	ENSFTIG00000008053	CEP89	CEP89	CEP89	CEP89	ENSBOBG00000004261	CEP89	CEP89	cep89	CEP89	cep89	CEP89	CEP89	cep89	CEP89	Cep89	CEP89	CEP89	CEP89	CEP89	CEP89	CEP89	CEP89	Cep89	CEP89	CEP89	CEP89	CEP89	CEP89	CEP89	cep89	cep89	cep89	CEP89	CEP89	ENSOSUG00000001416	CEP89	CEP89	CEP89	CEP89	CEP89	cep89	CEP89	CEP89	CEP89	Cep89	ENSANIG00000008697	cep89	CEP89	CEP89	cep89	CEP89	cep89	CEP89	cep89	cep89	CEP89	cep89
CFAP161	cfap161.L	CFAP161	cfap161	CFAP161	cfap161	CFAP161	CFAP161	Cfap161	Cfap161	CFAP161	CFAP161	CFAP161	cfap161	CFAP161	cfap161	CFAP161	ENSFTIG00000005571	CFAP161	CFAP161	CFAP161	CFAP161	ENSBOBG00000003587	CFAP161	CFAP161	cfap161	LOC106551944	cfap161	CFAP161	CFAP161	cfap161	CFAP161	Cfap161	CFAP161	CFAP161	CFAP161	CFAP161	CFAP161	CFAP161	CFAP161	Cfap161	CFAP161	CFAP161	CFAP161	CFAP161	CFAP161	CFAP161	cfap161	cfap161	cfap161	CFAP161	CFAP161	ENSOSUG00000007885	CFAP161	CFAP161	CFAP161	CFAP161	CFAP161	cfap161	CFAP161	CFAP161	CFAP161	Cfap161	ENSANIG00000004230	cfap161	CFAP161	CFAP161	cfap161	CFAP161	cfap161	CFAP161	cfap161	cfap161	CFAP161	cfap161
CFAP206	cfap206.L	CFAP206	cfap206	CFAP206	cfap206	CFAP206	CFAP206	Cfap206	Cfap206	CFAP206	CFAP206	CFAP206	cfap206	CFAP206	cfap206	CFAP206	ENSFTIG00000010114	CFAP206	CFAP206	CFAP206	CFAP206	ENSBOBG00000004557	CFAP206	CFAP206	cfap206	LOC106550476	cfap206	CFAP206	CFAP206	cfap206	CFAP206	Cfap206	CFAP206	CFAP206	CFAP206	CFAP206	CFAP206	CFAP206	CFAP206	Cfap206	CFAP206	CFAP206	CFAP206	CFAP206	CFAP206	CFAP206	cfap206	cfap206	cfap206	CFAP206	CFAP206	ENSOSUG00000010730	CFAP206	CFAP206	CFAP206	CFAP206	LOC107311979	cfap206	CFAP206	CFAP206	CFAP206	Cfap206	ENSANIG00000002320	cfap206	CFAP206	CFAP206	cfap206	CFAP206	cfap206	CFAP206	cfap206	cfap206	CFAP206	cfap206
CFAP410	cfap410.S	CFAP410	cfap410	CFAP410	cfap410	CFAP410	CUNH21orf2	Cfap410	Cfap410	CFAP410	CFAP410	CFAP410	cfap410	CFAP410	cfap410	CFAP410	ENSFTIG00000007173	CFAP410	CFAP410	CFAP410	CFAP410	ENSBOBG00000010138	CFAP410	CFAP410	cfap410	LOC106556007	cfap410	CFAP410	CFAP410	cfap410	CFAP410	Cfap410	CFAP410	CFAP410	CFAP410	CFAP410	CFAP410	CFAP410	LOC107106678	Cfap410	CFAP410	CFAP410	CFAP410	CFAP410	CFAP410	CFAP410	cfap410	cfap410	cfap410	CFAP410	CFAP410	ENSOSUG00000014561	CFAP410	CFAP410	C13H21orf2	CFAP410	CFAP410	cfap410	CFAP410	CUNH21orf2	CFAP410	Cfap410	ENSANIG00000001997	cfap410	CFAP410	CFAP410	cfap410	CFAP410	cfap410	CFAP410	cfap410	cfap410	CFAP410	cfap410
CGA	cga.L,cga.S	CGA	cga	CGA	LOC140482607	CGA	CGA	Cga	Cga	CGA	CGA	CGA	LOC140419118	CGA	cga	CGA	ENSFTIG00000000015	CGA	CGA	CGA	CGA	ENSBOBG00000004595	CGA	CGA	cga		cga	CGA	CGA	cga	CGA	Cga	CGA	CGA	CGA	CGA	CGA	CGA	CGA	Cga	CGA	CGA	CGA	CGA	CGA	CGA	cga	cga	cga	CGA	CGA	ENSOSUG00000010699	CGA	CGA	CGA	CGA	CGA	LOC140730035	CGA		CGA	Cga	ENSANIG00000009394	cga	CGA	CGA	cga	CGA	cga	CGA	cga	cga	CGA	LOC110438068,cga
CHAD	chad.L,chad.S	CHAD	chad	CHAD	chad	CHAD	CHAD	Chad	Chad	CHAD	CHAD	CHAD	chad	CHAD	chad	CHAD	ENSFTIG00000005053	CHAD	CHAD	CHAD	CHAD	ENSBOBG00000011506	CHAD	CHAD	chad	CHAD	chad	CHAD	CHAD	chad	CHAD	Chad	CHAD	CHAD	CHAD	CHAD	CHAD	CHAD	CHAD	Chad	CHAD	CHAD	CHAD	CHAD	CHAD	CHAD	chad	chad	chad	CHAD	CHAD	ENSOSUG00000005501	CHAD		CHAD	CHAD	CHAD	chad	CHAD	CHAD	CHAD	Chad	ENSANIG00000013192	chad	CHAD	CHAD	chad	CHAD	chad	CHAD	chad	chad	CHAD	chad
CHAF1B	chaf1b.L	CHAF1B	chaf1b	CHAF1B	chaf1b	CHAF1B	CHAF1B	Chaf1b	Chaf1b	CHAF1B	CHAF1B	CHAF1B	chaf1b	CHAF1B	chaf1b	CHAF1B	ENSFTIG00000006365	CHAF1B	CHAF1B	CHAF1B	CHAF1B	ENSBOBG00000008242	CHAF1B	CHAF1B	chaf1b	CHAF1B	chaf1b	CHAF1B	CHAF1B	chaf1b	CHAF1B	Chaf1b	CHAF1B	CHAF1B	CHAF1B	CHAF1B	CHAF1B	CHAF1B	CHAF1B	Chaf1b	CHAF1B	CHAF1B	CHAF1B	CHAF1B	CHAF1B	CHAF1B	chaf1b	chaf1b	chaf1b	CHAF1B	CHAF1B	ENSOSUG00000012443	CHAF1B	CHAF1B	CHAF1B	CHAF1B	CHAF1B	chaf1b	CHAF1B	CHAF1B	CHAF1B	Chaf1b	ENSANIG00000008688	chaf1b	CHAF1B	CHAF1B	chaf1b	CHAF1B	chaf1b	CHAF1B	chaf1b	chaf1b	CHAF1B	chaf1b
CHDH	chdh.L	CHDH	chdh	CHDH	chdh	CHDH	CHDH	Chdh	Chdh	CHDH	CHDH	CHDH	chdh	CHDH	chdh	CHDH	ENSFTIG00000007329	CHDH	CHDH	CHDH	CHDH	ENSBOBG00000000764	CHDH	CHDH	chdh	CHDH	chdh	CHDH	CHDH	chdh	CHDH	Chdh	CHDH	CHDH	CHDH	CHDH	CHDH	CHDH	CHDH	Chdh	CHDH	CHDH	CHDH	CHDH	CHDH	CHDH	chdh	chdh	chdh	CHDH	CHDH	ENSOSUG00000015996	CHDH	CHDH	CHDH	CHDH	CHDH	chdh	CHDH	CHDH	CHDH	Chdh	ENSANIG00000000189	chdh	CHDH	CHDH	chdh	CHDH	chdh	CHDH	chdh	chdh	CHDH	chdh
CLRN3	clrn3.L	CLRN3	LOC135247377	CLRN3	clrn3	CLRN3	CLRN3	Clrn3	Clrn3	CLRN3	CLRN3	CLRN3	clrn3	CLRN3	clrn3	CLRN3	ENSFTIG00000012268	CLRN3	CLRN3	CLRN3	CLRN3	ENSBOBG00000012508	CLRN3	CLRN3	LOC115799143,clrn3		clrn3	CLRN3	CLRN3	clrn3	CLRN3	Clrn3	CLRN3	CLRN3	CLRN3	CLRN3	CLRN3	CLRN3	CLRN3	Clrn3	CLRN3	CLRN3	CLRN3	CLRN3	CLRN3	CLRN3	LOC105009247	clrn3	LOC139303841	CLRN3	CLRN3	ENSOSUG00000013655	CLRN3	CLRN3	CLRN3	CLRN3	CLRN3	clrn3	CLRN3	CLRN3	CLRN3	Clrn3	ENSANIG00000015770	LOC102692885	CLRN3	CLRN3	LOC122971586	CLRN3	clrn3	CLRN3	LOC124389103	LOC125461758	CLRN3	clrn3
CLYBL	clybl.L	CLYBL	clybl	CLYBL	clybl	CLYBL	CLYBL	Clybl	Clybl	CLYBL	CLYBL	CLYBL	clybl	CLYBL	clybl	CLYBL	ENSFTIG00000015127	CLYBL	CLYBL	CLYBL	CLYBL	ENSBOBG00000014189	CLYBL	CLYBL	clybl	CLYBL	clybl	CLYBL	CLYBL	clybl	CLYBL	Clybl	CLYBL	CLYBL	CLYBL	CLYBL	CLYBL	CLYBL	CLYBL	Clybl	CLYBL	CLYBL	CLYBL	CLYBL	CLYBL	CLYBL	clybl	clybl	clybl	CLYBL	CLYBL	ENSOSUG00000011193	CLYBL	CLYBL	CLYBL	CLYBL	CLYBL	clybl	CLYBL	CLYBL	CLYBL	Clybl	ENSANIG00000001719	clybl	CLYBL	CLYBL	clybl	CLYBL	clybl	CLYBL	clybl	clybl	CLYBL	clybl
COG1	cog1.S	COG1	cog1	COG1	cog1	COG1	COG1	Cog1	Cog1	COG1	COG1	COG1	cog1	COG1	LOC115530170,cog1	COG1	ENSFTIG00000000557	COG1	COG1	COG1	COG1	ENSBOBG00000014479	COG1	COG1	cog1	COG1	cog1	COG1	COG1	cog1	COG1	Cog1	COG1	COG1	COG1	COG1	COG1	COG1	COG1	Cog1	COG1	COG1	COG1	COG1	COG1	COG1	cog1	cog1	cog1	COG1	COG1	ENSOSUG00000013599	COG1	COG1	COG1	COG1	COG1	cog1	COG1	COG1	COG1	Cog1	ENSANIG00000010366	cog1	COG1	COG1	cog1	COG1	cog1		cog1	cog1	COG1	cog1
COG4	cog4.L	COG4	cog4	COG4	cog4	COG4	COG4	Cog4	Cog4	COG4	COG4	COG4	cog4	COG4	cog4	COG4	ENSFTIG00000011337	COG4	COG4	COG4	COG4	ENSBOBG00000012474	COG4	COG4	cog4	COG4	cog4	COG4	COG4	cog4	COG4	Cog4	COG4	COG4	COG4	COG4	COG4	COG4	COG4	Cog4	COG4	COG4	COG4	COG4	COG4	COG4	cog4	cog4	cog4	COG4	COG4	ENSOSUG00000001155	COG4	COG4	COG4	COG4	COG4	cog4	COG4	COG4	COG4	Cog4	ENSANIG00000016800	cog4	COG4	COG4	cog4	COG4	cog4	COG4	cog4	cog4	COG4	cog4
COPE	cope.L,cope.S	COPE	cope	COPE	cope	COPE	COPE	Cope	Cope	COPE		COPE	cope	COPE	cope	COPE	ENSFTIG00000007132	COPE	COPE	COPE	COPE	ENSBOBG00000009048	COPE	COPE	cope	COPE	cope	COPE	COPE	cope	COPE	Cope	COPE	COPE	COPE	COPE	COPE	COPE	COPE	Cope	COPE	COPE	COPE	COPE	COPE	COPE	cope	cope	cope	COPE	COPE	ENSOSUG00000011748	COPE	COPE	COPE	COPE	COPE	cope	COPE	COPE	COPE	Cope	ENSANIG00000004087	cope	COPE	COPE	cope	COPE	cope	COPE	cope	cope	COPE	cope
COQ5	coq5.L	COQ5	coq5	COQ5	coq5	COQ5	COQ5	Coq5	Coq5	COQ5	COQ5	COQ5	coq5	COQ5	coq5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	coq5	COQ5	coq5	COQ5	COQ5	coq5	COQ5	Coq5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	Coq5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	coq5	coq5	coq5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	COQ5	coq5	COQ5	COQ5	COQ5	Coq5	COQ5	coq5	COQ5	COQ5	coq5	COQ5	coq5	COQ5	coq5	coq5	COQ5	coq5
COX18	cox18.L	LOC102574932	LOC135259470	COX18	cox18	LOC104356357	LOC110090464	LOC103742423	Cox18	COX18	LOC103823438	COX18	cox18	COX18	cox18	COX18	ENSFTIG00000011351	COX18	LOC102132535	LOC132218187	COX18	ENSBOBG00000008560	LOC107515326	LOC112988286	cox18	LOC106550379	cox18	LOC115345729	LOC126044929	LOC100552861	LOC134495170	LOC101967120	LOC128153129	LOC125326596	LOC128975465	LOC120409895	COX18	COX18	LOC107114918	Cox18	COX18	COX18	COX18	LOC103016869	LOC104553606	LOC105725392	LOC105007540	cox18	cox18	LOC101000710	LOC100023565	ENSOSUG00000007731	COX18	LOC101918060	LOC100520317	LOC102095185	LOC107313383	cox18	LOC705226	LOC109394828	COX18	LOC129668461	ENSANIG00000013321	cox18	COX18	COX18	LOC122991093	COX18	cox18	LOC119700832	LOC124396601	LOC125457704	COX18	cox18
CRYZL1	cryzl1.L	CRYZL1	cryzl1	CRYZL1	cryzl1	CRYZL1	CRYZL1	Cryzl1	Cryzl1	CRYZL1	CRYZL1	CRYZL1	cryzl1	CRYZL1	cryzl1	CRYZL1	ENSFTIG00000005572	CRYZL1	CRYZL1	CRYZL1	CRYZL1	ENSBOBG00000001611	CRYZL1	CRYZL1	cryzl1	CRYZL1	cryzl1	CRYZL1	CRYZL1	cryzl1	CRYZL1	Cryzl1	CRYZL1	CRYZL1	CRYZL1	CRYZL1	CRYZL1	CRYZL1	CRYZL1	Cryzl1	CRYZL1	CRYZL1	CRYZL1	CRYZL1	CRYZL1	CRYZL1	cryzl1	cryzl1	cryzl1	CRYZL1	CRYZL1	ENSOSUG00000012606	CRYZL1	CRYZL1	CRYZL1	CRYZL1	CRYZL1	cryzl1	CRYZL1	CRYZL1	CRYZL1	Cryzl1	ENSANIG00000000848	cryzl1	CRYZL1	CRYZL1	cryzl1	CRYZL1	cryzl1	CRYZL1	cryzl1	cryzl1	CRYZL1	cryzl1
DAGLB	daglb.L,daglb.S	DAGLB	daglb	DAGLB	daglb	DAGLB	DAGLB	Daglb	Daglb	DAGLB	DAGLB	DAGLB	daglb	DAGLB	daglb	DAGLB	ENSFTIG00000015965	DAGLB	DAGLB	DAGLB	DAGLB	ENSBOBG00000010549	DAGLB	DAGLB	daglb		daglb	DAGLB	DAGLB	daglb	DAGLB	Daglb	DAGLB	DAGLB	DAGLB	DAGLB	DAGLB	DAGLB	DAGLB	Daglb	DAGLB	DAGLB	DAGLB	DAGLB	DAGLB	DAGLB	daglb	daglb	daglb	DAGLB	DAGLB	ENSOSUG00000013617	DAGLB	DAGLB	DAGLB	DAGLB	DAGLB	daglb	DAGLB	DAGLB	DAGLB	Daglb	ENSANIG00000008948	daglb	DAGLB	DAGLB	daglb	DAGLB	daglb	DAGLB	daglb	daglb	DAGLB	daglb
DAPP1	dapp1.L,dapp1.S	DAPP1	dapp1	DAPP1	dapp1	DAPP1	DAPP1	Dapp1	Dapp1	DAPP1	DAPP1	DAPP1	dapp1	DAPP1	dapp1	DAPP1	ENSFTIG00000011258	DAPP1	DAPP1	DAPP1	DAPP1	ENSBOBG00000003865	DAPP1	DAPP1	dapp1	DAPP1	dapp1	DAPP1	DAPP1	dapp1	DAPP1	Dapp1	DAPP1	DAPP1	DAPP1	DAPP1	DAPP1	DAPP1	DAPP1	Dapp1	DAPP1	DAPP1	DAPP1	DAPP1	DAPP1		dapp1	dapp1	dapp1	DAPP1	DAPP1	ENSOSUG00000004127	DAPP1	DAPP1	DAPP1	DAPP1	DAPP1	dapp1	DAPP1	DAPP1	DAPP1	Dapp1	ENSANIG00000000550	dapp1	DAPP1	DAPP1	dapp1	DAPP1	dapp1	DAPP1	dapp1	dapp1	DAPP1	dapp1
DDB1	ddb1.S	DDB1	ddb1	DDB1	ddb1	DDB1	DDB1	Ddb1	Ddb1	DDB1	DDB1	DDB1	ddb1	DDB1	ddb1	DDB1	ENSFTIG00000008096	DDB1	DDB1	DDB1	DDB1	ENSBOBG00000010822	DDB1	DDB1	ddb1	DDB1	ddb1	DDB1	DDB1	ddb1	DDB1	Ddb1	DDB1	DDB1	DDB1	DDB1	DDB1	DDB1	DDB1	Ddb1	DDB1	DDB1	DDB1	DDB1	DDB1	DDB1	ddb1	ddb1	ddb1	DDB1	DDB1	ENSOSUG00000000959	DDB1	DDB1	DDB1	DDB1	DDB1	ddb1	DDB1	DDB1	DDB1	Ddb1	ENSANIG00000016376	ddb1	DDB1	DDB1	ddb1	DDB1	ddb1	DDB1	ddb1	ddb1	DDB1	ddb1
DDOST	ddost.L,ddost.S	DDOST	ddost	DDOST	ddost	DDOST	DDOST	Ddost	Ddost	DDOST	DDOST	DDOST	ddost	DDOST	ddost	DDOST	ENSFTIG00000005226	DDOST	DDOST	DDOST	DDOST	ENSBOBG00000001088	DDOST	DDOST	ddost	DDOST	ddost	DDOST	DDOST	ddost	DDOST	Ddost	DDOST	DDOST	DDOST	DDOST	DDOST	DDOST	DDOST	Ddost	DDOST	DDOST	DDOST	DDOST	DDOST	DDOST	ddost	ddost	ddost	DDOST	DDOST	ENSOSUG00000008112	DDOST	DDOST	DDOST	DDOST	DDOST	ddost	DDOST	DDOST	DDOST	Ddost	ENSANIG00000014873	ddost	DDOST	DDOST	ddost	DDOST	ddost	DDOST		ddost	DDOST	ddost
DDRGK1	ddrgk1.L	DDRGK1	ddrgk1	DDRGK1	LOC140480974	DDRGK1	DDRGK1	Ddrgk1	Ddrgk1	DDRGK1	DDRGK1	DDRGK1	LOC140409254	DDRGK1	LOC115546969,ddrgk1	DDRGK1	ENSFTIG00000015027	DDRGK1	DDRGK1	DDRGK1	DDRGK1		DDRGK1	DDRGK1	ddrgk1	DDRGK1	ddrgk1	DDRGK1	DDRGK1	ddrgk1	DDRGK1	Ddrgk1	DDRGK1	DDRGK1	DDRGK1	DDRGK1	DDRGK1	DDRGK1		Ddrgk1	DDRGK1	DDRGK1	DDRGK1	DDRGK1	DDRGK1	DDRGK1	LOC105015101	ddrgk1	LOC139306687	DDRGK1	DDRGK1	ENSOSUG00000014972	DDRGK1	DDRGK1	DDRGK1	DDRGK1	DDRGK1	LOC140726176	DDRGK1	DDRGK1	DDRGK1	Ddrgk1	ENSANIG00000007741	LOC102683091	DDRGK1	DDRGK1	LOC122976751	DDRGK1	ddrgk1	DDRGK1	ddrgk1	LOC125455260	DDRGK1	LOC110439840,ddrgk1
DDX1	ddx1.L	DDX1	ddx1	DDX1	ddx1	DDX1	DDX1	Ddx1	Ddx1	DDX1	DDX1	DDX1	ddx1	DDX1	ddx1	DDX1	ENSFTIG00000003590	DDX1	DDX1	DDX1	DDX1	ENSBOBG00000007693	DDX1	DDX1	ddx1	DDX1	ddx1	DDX1	DDX1	ddx1	DDX1	Ddx1	DDX1	DDX1	DDX1	DDX1	DDX1	DDX1	DDX1	Ddx1	DDX1	DDX1	DDX1	DDX1	DDX1	DDX1	ddx1	ddx1	ddx1	DDX1	DDX1	ENSOSUG00000004822	DDX1	DDX1	DDX1	DDX1	DDX1	ddx1	DDX1	DDX1	DDX1	Ddx1	ENSANIG00000013811	ddx1	DDX1	DDX1	ddx1	DDX1	ddx1	DDX1	ddx1	ddx1	DDX1	ddx1
DDX27	ddx27.L	DDX27	ddx27	DDX27	ddx27	DDX27	DDX27	Ddx27	Ddx27	DDX27	DDX27	DDX27	ddx27	DDX27	ddx27	DDX27	ENSFTIG00000002317	DDX27	DDX27	DDX27	DDX27	ENSBOBG00000001169	DDX27	DDX27	ddx27	DDX27	ddx27	DDX27	DDX27	ddx27	DDX27	Ddx27	DDX27	DDX27	DDX27	DDX27	DDX27	DDX27	DDX27	Ddx27	DDX27	DDX27	DDX27	DDX27	DDX27	DDX27	ddx27	ddx27	ddx27	DDX27	DDX27	ENSOSUG00000001657	DDX27	DDX27	DDX27	DDX27	DDX27	ddx27	DDX27	DDX27	DDX27	Ddx27	ENSANIG00000008897	ddx27	DDX27	DDX27	ddx27	DDX27	ddx27	DDX27	ddx27	ddx27	DDX27	ddx27
DDX49	ddx49.L,ddx49.S	DDX49	ddx49	DDX49	ddx49	DDX49	DDX49	Ddx49	Ddx49	DDX49		DDX49	ddx49	DDX49	ddx49	DDX49	ENSFTIG00000007151	DDX49	DDX49	DDX49	DDX49	ENSBOBG00000009053	DDX49	DDX49	ddx49	LOC106538677	ddx49	DDX49	DDX49	ddx49	DDX49	Ddx49	DDX49	DDX49	DDX49	DDX49	DDX49	DDX49	DDX49	Ddx49	DDX49	DDX49	DDX49	DDX49	DDX49	DDX49	ddx49	ddx49	ddx49	DDX49	DDX49	ENSOSUG00000011749	DDX49	DDX49	DDX49	DDX49	DDX49	ddx49	DDX49	DDX49	DDX49	Ddx49	ENSANIG00000004105	ddx49	DDX49	DDX49	ddx49	DDX49	ddx49	DDX49	ddx49	ddx49	DDX49	ddx49
DHDDS	dhdds.L,dhdds.S	DHDDS	dhdds	DHDDS	dhdds	DHDDS	DHDDS	Dhdds	Dhdds	DHDDS	DHDDS	DHDDS	dhdds	DHDDS	dhdds	DHDDS	ENSFTIG00000000248	DHDDS	DHDDS	DHDDS	DHDDS	ENSBOBG00000009435	DHDDS	DHDDS	dhdds	DHDDS	dhdds	DHDDS	DHDDS	dhdds	DHDDS	Dhdds	DHDDS	DHDDS	DHDDS		DHDDS	DHDDS	DHDDS	Dhdds	DHDDS	DHDDS	DHDDS	DHDDS	DHDDS	DHDDS	dhdds	dhdds	dhdds	DHDDS	DHDDS	ENSOSUG00000002447	DHDDS	DHDDS	DHDDS	DHDDS	DHDDS	dhdds	DHDDS	DHDDS	DHDDS	Dhdds	ENSANIG00000012058	dhdds	DHDDS	DHDDS	dhdds	DHDDS	dhdds	DHDDS	dhdds	dhdds	DHDDS	dhdds
DNAAF10	dnaaf10.L	DNAAF10	dnaaf10	DNAAF10	dnaaf10	DNAAF10	WDR92	Wdr92	Dnaaf10	DNAAF10	DNAAF10	DNAAF10	dnaaf10	DNAAF10	dnaaf10	DNAAF10	ENSFTIG00000004215	DNAAF10	DNAAF10	DNAAF10	WDR92	ENSBOBG00000008076	WDR92	DNAAF10	dnaaf10	WDR92	dnaaf10	DNAAF10	DNAAF10	dnaaf10	DNAAF10	Dnaaf10	DNAAF10	DNAAF10	DNAAF10	DNAAF10	DNAAF10	DNAAF10	WDR92	Dnaaf10	DNAAF10	DNAAF10	DNAAF10	DNAAF10	DNAAF10	DNAAF10	wdr92	dnaaf10	dnaaf10	WDR92	DNAAF10	ENSOSUG00000012063	DNAAF10	DNAAF10	WDR92	DNAAF10	WDR92	dnaaf10	WDR92	WDR92	DNAAF10	Dnaaf10	ENSANIG00000017017	dnaaf10	DNAAF10	DNAAF10	dnaaf10	DNAAF10	wdr92	WDR92	dnaaf10	dnaaf10	DNAAF10	dnaaf10
DNAJC1	dnajc1.L,dnajc1.S	DNAJC1	dnajc1	DNAJC1	dnajc1	DNAJC1	DNAJC1	Dnajc1	Dnajc1	DNAJC1	DNAJC1	DNAJC1	dnajc1	DNAJC1	dnajc1	DNAJC1	ENSFTIG00000009469	DNAJC1	DNAJC1	DNAJC1	DNAJC1	ENSBOBG00000005091	DNAJC1	DNAJC1	dnajc1	DNAJC1	dnajc1	DNAJC1	DNAJC1	dnajc1	DNAJC1	Dnajc1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	Dnajc1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	dnajc1	dnajc1	dnajc1	DNAJC1	DNAJC1	ENSOSUG00000015192	DNAJC1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	dnajc1	DNAJC1	DNAJC1	DNAJC1	Dnajc1		dnajc1	DNAJC1	DNAJC1	dnajc1	DNAJC1	dnajc1	DNAJC1	dnajc1	dnajc1	DNAJC1	dnajc1
DNAJC10	dnajc10.L,dnajc10.S		dnajc10	DNAJC10	dnajc10	DNAJC10	DNAJC10	Dnajc10	Dnajc10	DNAJC10	DNAJC10	DNAJC10	dnajc10	DNAJC10	dnajc10	DNAJC10	ENSFTIG00000008746	DNAJC10	DNAJC10	DNAJC10	DNAJC10	ENSBOBG00000009999	DNAJC10	DNAJC10	dnajc10	DNAJC10	dnajc10	DNAJC10	DNAJC10	dnajc10	DNAJC10	Dnajc10	DNAJC10	DNAJC10	DNAJC10	DNAJC10	DNAJC10	DNAJC10	DNAJC10	Dnajc10	DNAJC10	DNAJC10	DNAJC10	DNAJC10	DNAJC10	DNAJC10	dnajc10	dnajc10	dnajc10	DNAJC10	DNAJC10	ENSOSUG00000008370	DNAJC10	DNAJC10	DNAJC10	DNAJC10	DNAJC10	dnajc10	DNAJC10	DNAJC10	DNAJC10	Dnajc10	ENSANIG00000004803	dnajc10	DNAJC10	DNAJC10	dnajc10	DNAJC10	dnajc10	DNAJC10	dnajc10	dnajc10	DNAJC10	dnajc10
