OrthoSymbol	atlanticHagfish	fareasternBrookLamprey	seaLamprey
OG0009199	SANBR	SANBR	SANBR
OG0009200	SAP130	LOC133357142	SAP130
OG0009201	SARDH	SARDH	SARDH
OG0009202	SARNP	SARNP	SARNP
OG0009203	SARS2	SARS2	SARS2
OG0009204	SART1	SART1	SART1
OG0009205	SASS6	SASS6	LOC116936807
OG0009207	SBNO1	SBNO1	SBNO1
OG0009208	SC5D	SC5D	SC5D
OG0009209	SCAMP1	LOC133354283	LOC116950819
OG0009210	SCAP	SCAP	SCAP
OG0009211	SCAPER	LOC133355251	SCAPER
OG0009212	SCARB2	LOC133350898	SCARB2
OG0009213	SCCPDH	SCCPDH	SCCPDH
OG0009215	SCFD2	SCFD2	SCFD2
OG0009216	SCG5	SCG5	LOC116938473
OG0009217	SCGN	LOC133340382	LOC116946030
OG0009218	SCHIP1	LOC133357617	LOC116954451
OG0009219	SCNM1	SCNM1	SCNM1
OG0009220	SCPEP1	SCPEP1	SCPEP1
OG0009221	SCRN3	SCRN3	LOC116948717
OG0009222	SCYL1	SCYL1	SCYL1
OG0009223	SCYL2	SCYL2	SCYL2
OG0009224	SDCCAG8	SDCCAG8	SDCCAG8
OG0009225	SDE2	SDE2	SDE2
OG0009226	SDHA	SDHA	SDHA
OG0009227	SDHAF1	SDHAF1	SDHAF1
OG0009228	SDHAF2	SDHAF2	SDHAF2
OG0009229	SDHB	SDHB	SDHB
OG0009230	SDHC	SDHC	SDHC
OG0009231	SDHD	SDHD	SDHD
OG0009232	SEC13	SEC13	SEC13
OG0009233	SEC24B	SEC24B	SEC24B
OG0009234	SEC24C	SEC24C	SEC24C
OG0009235	SEC61A2	SEC61A1	SEC61A1
OG0009236	SEC61G	LOC133345952	SEC61G
OG0009237	SEH1L	SEH1L	SEH1L
OG0009238	SELENBP1	SELENBP1	SELENBP1
OG0009239	SELENOF	SELENOF	SELENOF
OG0009240	SELENOI	SELENOI	SELENOI
OG0009241	SELENON	SELENON	SELENON
OG0009242	SELENOO	SELENOO	SELENOO
OG0009243	SELENOP	LOC133359029	LOC116941623
OG0009244	SELENOT	SELENOT	SELENOT
OG0009245	SENP8	SENP8	SENP8
OG0009246	SERAC1	SERAC1	SERAC1
OG0009247	SERP2	LOC133357551	LOC116954582
OG0009248	SERPIND1	LOC133348507	SERPIND1
OG0009249	SESTD1	SESTD1	SESTD1
OG0009250	SETD3	SETD3	SETD3
OG0009251	SETD4	SETD4	SETD4
OG0009252	SETD6	SETD6	SETD6
OG0009253	SETD7	SETD7	SETD7
OG0009254	SETD9	SETD9	SETD9
OG0009255	SEZ6	LOC133348355	SEZ6
OG0009256	SF1	LOC133341383	SF1
OG0009257	SF3A3	SF3A3	SF3A3
OG0009258	SF3B1	SF3B1	SF3B1
OG0009259	SF3B2	SF3B2	SF3B2
OG0009260	SF3B3	SF3B3	SF3B3
OG0009261	SF3B5	SF3B5	SF3B5
OG0009262	SF3B6	SF3B6	SF3B6
OG0009263	SFI1	SFI1	SFI1
OG0009264	SFMBT1	LOC133342593	LOC116949399
OG0009265	SFR1	SFR1	SFR1
OG0009266	SFRP2	SFRP2	SFRP2
OG0009267	SFXN2	SFXN2	SFXN2
OG0009268	SGCB	SGCB	SGCB
OG0009269	SGO1	SGO1	SGO1
OG0009270	SGPP2	SGPP2	SGPP2
OG0009271	SGSM3	SGSM3	SGSM3
OG0009272	SH3BP4	LOC133346160	SH3BP4
OG0009273	SH3GLB1	SH3GLB1	LOC116944988
OG0009274	SH3TC1	LOC133343434	SH3TC1
OG0009275	SHCBP1	SHCBP1	SHCBP1
OG0009276	SHISAL1	SHISAL1	SHISAL1
OG0009277	SHLD2	SHLD2	SHLD2
OG0009278	SHMT1	SHMT1	SHMT1
OG0009279	SHMT2	SHMT2	SHMT2
OG0009280	SHOC1	SHOC1	SHOC1
OG0009281	SHOC2	SHOC2	SHOC2
OG0009282	SHPRH	LOC133351802	SHPRH
OG0009283	SHROOM2	LOC133349908	SHROOM2
OG0009284	SIGIRR	SIGIRR	SIGIRR
OG0009285	SIGMAR1	SIGMAR1	SIGMAR1
OG0009286	SIK2	LOC133342070	LOC116948149
OG0009287	SIL1	SIL1	SIL1
OG0009288	SIN3A	LOC133354290	SIN3A
OG0009289	SINHCAF	SINHCAF	SINHCAF
OG0009290	SIRT2	SIRT2	SIRT2
OG0009291	SIRT3	LOC133350224	SIRT3
OG0009292	SIRT4	SIRT4	SIRT4
OG0009293	SIRT5	SIRT5	SIRT5
OG0009294	SLC10A2	LOC133341977	SLC10A2
OG0009295	SLC12A9	SLC12A9	SLC12A9
OG0009296	SLC16A13	LOC133351095	LOC116947050
OG0009297	SLC16A4	LOC133349436	LOC116942400
OG0009298	SLC16A6	LOC133353611	LOC116946195
OG0009299	SLC17A6	SLC17A6	SLC17A6
OG0009300	SLC18A2	LOC133345570	LOC116941285
OG0009301	SLC1A1	LOC133352077	LOC116948944
OG0009302	SLC1A4	LOC133352727	LOC116948509
OG0009303	SLC1A7	LOC133359063	LOC116941356
OG0009304	SLC25A15	SLC25A15	SLC25A15
OG0009305	SLC25A16	SLC25A16	SLC25A16
OG0009306	SLC25A17	SLC25A17	SLC25A17
OG0009307	SLC25A20	SLC25A20	SLC25A20
OG0009308	SLC25A21	SLC25A21	SLC25A21
OG0009309	SLC25A26	SLC25A26	SLC25A26
OG0009310	SLC25A29	SLC25A29	SLC25A29
OG0009311	SLC25A3	SLC25A3	SLC25A3
OG0009312	SLC25A32	SLC25A32	SLC25A32
OG0009313	SLC25A42	SLC25A42	SLC25A42
OG0009314	SLC25A44	LOC133343715	LOC116942037
OG0009315	SLC25A46	SLC25A46	SLC25A46
OG0009316	SLC25A48	SLC25A48	SLC25A48
OG0009317	SLC28A3	SLC28A3	SLC28A3
OG0009318	SLC29A3	SLC29A3	SLC29A3
OG0009319	SLC29A4	SLC29A4	SLC29A4
OG0009320	SLC2A12	LOC133353237	SLC2A10
OG0009321	SLC2A13	SLC2A13	SLC2A13
OG0009322	SLC30A5	SLC30A5	SLC30A5
OG0009323	SLC30A6	SLC30A6	SLC30A6
OG0009324	SLC30A7	SLC30A7	SLC30A7
OG0009325	SLC32A1	SLC32A1	SLC32A1
OG0009326	SLC33A1	SLC33A1	SLC33A1
OG0009327	SLC35A1	SLC35A1	SLC35A1
OG0009328	SLC35A3	SLC35A3	SLC35A3
OG0009329	SLC35B2	SLC35B2	SLC35B2
OG0009330	SLC35B3	SLC35B3	SLC35B3
OG0009331	SLC35B4	SLC35B4	SLC35B4
OG0009332	SLC35C1	SLC35C1	SLC35C1
OG0009333	SLC35D1	LOC133351916	LOC116948864
OG0009334	SLC35D3	SLC35D3	SLC35D3
OG0009335	SLC35F5	SLC35F5	SLC35F5
OG0009336	SLC37A4	SLC37A4	SLC37A4
OG0009337	SLC38A10	SLC38A10	SLC38A10
OG0009338	SLC39A14	SLC39A14	SLC39A14
OG0009339	SLC39A9	SLC39A9	SLC39A9
OG0009340	SLC3A1	SLC3A1	SLC3A1
OG0009341	SLC3A2	SLC3A2	SLC3A2
OG0009342	SLC41A1	LOC133349395	LOC116942442
OG0009343	SLC45A2	LOC133343769	SLC45A2
OG0009344	SLC45A3	SLC45A3	SLC45A3
OG0009345	SLC49A3	SLC49A3	SLC49A3
OG0009346	SLC49A4	LOC133345057	LOC116946510
OG0009347	SLC4A1AP	SLC4A1AP	SLC4A1AP
OG0009348	SLC50A1	LOC133345997	LOC116938646
OG0009349	SLC5A7	SLC5A7	SLC5A7
OG0009350	SLC66A1	SLC66A1	SLC66A1
OG0009351	SLC66A2	SLC66A2	SLC66A2
OG0009352	SLC6A5	SLC6A5	SLC6A5
OG0009353	SLC7A9	SLC7A9	SLC7A9
OG0009354	SLF1	SLF1	SLF1
OG0009355	SLX9	SLX9	SLX9
OG0009356	SMAD7	LOC133354142	LOC116950662
OG0009357	SMARCAD1	LOC133341807	SMARCAD1
OG0009358	SMARCB1	SMARCB1	SMARCB1
OG0009359	SMARCC2	SMARCC2	SMARCC2
OG0009360	SMC4	SMC4	SMC4
OG0009361	SMC6	SMC6	SMC6
OG0009362	SMCHD1	SMCHD1	SMCHD1
OG0009363	SMG1	SMG1	SMG1
OG0009364	SMG7	SMG7	SMG7
OG0009365	SMG8	SMG8	SMG8
OG0009366	SMIM12	SMIM12	SMIM12
OG0009367	SMIM13	SMIM13	SMIM13
OG0009368	SMIM14	SMIM14	SMIM14
OG0009369	SMIM15	SMIM15	SMIM15
OG0009370	SMIM44	SMIM44	LOC116951946
OG0009371	SMIM7	SMIM7	SMIM7
OG0009372	SMIM8	SMIM8	SMIM8
OG0009373	SMNDC1	SMNDC1	SMNDC1
OG0009374	SMO	SMO	SMO
OG0009375	SMOC1	SMOC1	SMOC1
OG0009376	SMPD1	SMPD1	SMPD1
OG0009377	SMPD2	SMPD2	SMPD2
OG0009378	SMPD3	SMPD3	SMPD3
OG0009379	SMPD4	SMPD4	SMPD4
OG0009380	SMPDL3A	LOC133344029	LOC116941720
OG0009381	SMU1	SMU1	SMU1
OG0009382	SMUG1	SMUG1	SMUG1
OG0009383	SMYD2	SMYD2	SMYD2
OG0009384	SMYD5	SMYD5	SMYD5
OG0009385	SNAI3	LOC133357827	LOC103091757
OG0009386	SNAP25	LOC133341504	LOC116947656
OG0009387	SNAP47	SNAP47	SNAP47
OG0009388	SNAPC1	SNAPC1	SNAPC1
OG0009389	SNAPC3	SNAPC3	SNAPC3
OG0009390	SNAPC4	SNAPC4	LOC116938684
OG0009391	SNAPC5	SNAPC5	SNAPC5
OG0009392	SNAPIN	SNAPIN	SNAPIN
OG0009393	SND1	SND1	SND1
OG0009394	SNF8	SNF8	SNF8
OG0009395	SNIP1	SNIP1	SNIP1
OG0009396	SNRK	SNRK	LOC116944212
OG0009397	SNRNP200	SNRNP200	SNRNP200
OG0009398	SNRNP40	SNRNP40	SNRNP40
OG0009399	SNRNP48	SNRNP48	SNRNP48
OG0009400	SNRPA1	SNRPA1	SNRPA1
OG0009401	SNRPD1	SNRPD1	SNRPD1
OG0009402	SNRPD2	SNRPD2	SNRPD2
OG0009403	SNRPE	SNRPE	SNRPE
OG0009404	SNRPF	SNRPF	SNRPF
OG0009405	SNRPG	SNRPG	SNRPG
OG0009406	SNTG2	SNTG2	LOC116946660
OG0009407	SNUPN	SNUPN	SNUPN
OG0009408	SNW1	SNW1	SNW1
OG0009409	SNX14	SNX14	SNX14
OG0009410	SNX2	LOC133343929	LOC116942170
OG0009411	SNX24	SNX24	SNX24
OG0009412	SNX29	SNX29	SNX29
OG0009413	SNX30	SNX30	SNX30
OG0009414	SNX4	SNX4	SNX4
OG0009415	SOCS6	SOCS6	SOCS6
OG0009416	SOD2	SOD2	SOD2
OG0009417	SOD3	LOC133342714	SOD3
OG0009418	SON	LOC133353422	SON
OG0009419	SORL1	SORL1	SORL1
OG0009420	SORT1	LOC133356640	SORT1
OG0009421	SOS1	SOS1	SOS1
OG0009422	SPAG16	SPAG16	SPAG16
OG0009423	SPAG7	SPAG7	SPAG7
OG0009424	SPATA17	SPATA17	SPATA17
OG0009425	SPATA20	SPATA20	SPATA20
OG0009426	SPATA7	SPATA7	SPATA7
OG0009427	SPCS1	SPCS1	SPCS1
OG0009428	SPECC1L	SPECC1L	SPECC1L
OG0009429	SPEF1	SPEF1	SPEF1
OG0009430	SPG21	LOC133353338	SPG21
OG0009431	SPG7	SPG7	SPG7
OG0009432	SPNS1	SPNS1	SPNS1
OG0009433	SPO11	SPO11	SPO11
OG0009434	SPOCK3	LOC133350504	LOC116940374
OG0009436	SPOUT1	SPOUT1	SPOUT1
OG0009437	SPPL3	SPPL3	SPPL3
OG0009438	SPRED2	SPRED2	LOC116947342
OG0009439	SPRING1	SPRING1	SPRING1
OG0009440	SPRTN	SPRTN	SPRTN
OG0009441	SPRYD3	SPRYD3	SPRYD3
OG0009442	SPRYD7	SPRYD7	SPRYD7
OG0009443	SPSB4	SPSB1	SPSB1
OG0009444	SPTLC1	LOC133343276	SPTLC1
OG0009445	SPTSSA	SPTSSA	SPTSSA
OG0009446	SQLE	SQLE	SQLE
OG0009447	SQOR	SQOR	SQOR
OG0009448	SRD5A3	SRD5A3	SRD5A3
OG0009449	SREBF1	SREBF1	SREBF1
OG0009450	SRFBP1	SRFBP1	SRFBP1
OG0009451	SRL	SRL	SRL
OG0009452	SRP14	SRP14	SRP14
OG0009453	SRP19	SRP19	SRP19
OG0009454	SRP54	SRP54	SRP54
OG0009455	SRPK2	SRPK2	SRPK2
OG0009456	SRPRA	SRPRA	SRPRA
OG0009457	SRRT	SRRT	SRRT
OG0009458	SRSF3	LOC133350296	SRSF3
OG0009459	SS18	SS18	LOC116944170
OG0009460	SSBP1	SSBP1	SSBP1
OG0009461	SSH2	LOC133348498	LOC116939112
OG0009462	SSPN	SSPN	LOC116949357
OG0009463	SSR1	SSR1	SSR1
OG0009464	SSR2	LOC133354253	LOC116950630
OG0009465	SSR3	SSR3	SSR3
OG0009466	SSUH2	SSUH2	SSUH2
OG0009467	ST3GAL2	ST3GAL2	ST3GAL2
OG0009468	ST3GAL5	ST3GAL5	ST3GAL5
OG0009469	ST7	ST7	ST7
OG0009470	STAC	LOC133346169	LOC116938083
OG0009471	STAR	STAR	STAR
OG0009472	STARD10	LOC133350009	LOC116943606
OG0009473	STAT1	STAT1	STAT1
OG0009474	STEAP4	STEAP4	LOC116938884
OG0009475	STEEP1	STEEP1	STEEP1
OG0009476	STIMATE	STIMATE	STIMATE
OG0009477	STIP1	STIP1	STIP1
OG0009478	STK11	STK11	STK11
OG0009479	STK16	STK16	STK16
OG0009480	STK36	STK36	STK36
OG0009481	STK40	STK40	STK40
OG0009482	STRADA	STRADA	STRADA
OG0009483	STRAP	STRAP	STRAP
OG0009484	STRIP1	STRIP1	STRIP1
OG0009485	STT3A	STT3A	STT3A
OG0009486	STT3B	STT3B	STT3B
OG0009487	STUB1	STUB1	STUB1
OG0009488	STX11	LOC133351860	STX11
OG0009489	STX5	STX5	STX5
OG0009490	STX8	STX8	STX8
OG0009491	STYX	STYX	STYX
OG0009492	SUCLG1	SUCLG1	SUCLG1
OG0009493	SUCLG2	SUCLG2	SUCLG2
OG0009494	SUGP1	LOC133346568	LOC116938981
OG0009496	SULT4A1	SULT4A1	SULT4A1
OG0009497	SUMF1	SUMF1	SUMF1
OG0009498	SUMO1	SUMO1	SUMO1
OG0009499	SUOX	SUOX	SUOX
OG0009500	SUPT20H	SUPT20H	SUPT20H
OG0009501	SUPT3H	SUPT3H	SUPT3H
OG0009502	SUPT4H1	SUPT4H1	SUPT4H1
OG0009503	SUPV3L1	SUPV3L1	SUPV3L1
OG0009504	SVBP	SVBP	SVBP
OG0009505	SWI5	SWI5	SWI5
OG0009506	SWT1	SWT1	SWT1
OG0009507	SYAP1	SYAP1	SYAP1
OG0009508	SYMPK	SYMPK	SYMPK
OG0009509	SYNE3	LOC133356383	LOC116953843
OG0009510	SYNJ1	SYNJ1	SYNJ1
OG0009511	SYNRG	SYNRG	SYNRG
OG0009512	SYT12	LOC133340075	SYT12
OG0009513	SYT13	SYT13	SYT13
OG0009514	SYT7	SYT7	SYT7
OG0009515	SYVN1	LOC133352589	SYVN1
OG0009516	SZT2	SZT2	SZT2
OG0009517	TAB1	TAB1	TAB1
OG0009518	TAB2	TAB2	TAB2
OG0009519	TACC1	LOC133343338	LOC116940488
OG0009520	TACO1	LOC133346018	TACO1
OG0009521	TADA2A	TADA2A	TADA2A
OG0009522	TADA2B	TADA2B	LOC116940603
OG0009523	TADA3	LOC133361570	TADA3
OG0009524	TAF10	TAF10	TAF10
OG0009525	TAF12	TAF12	TAF12
OG0009526	TAF1A	TAF1A	TAF1A
OG0009527	TAF1B	TAF1B	TAF1B
OG0009528	TAF2	TAF2	TAF2
OG0009529	TAF3	TAF3	TAF3
OG0009530	TAF5L	LOC133352675	TAF5L
OG0009531	TAF6L	TAF6L	TAF6L
OG0009532	TAFAZZIN	TAFAZZIN	TAFAZZIN
OG0009533	TAMM41	TAMM41	TAMM41
OG0009534	TARBP1	TARBP1	TARBP1
OG0009535	TARS1	TARS1	TARS1
OG0009536	TASP1	TASP1	TASP1
OG0009537	TAT	TAT	TAT
OG0009538	TATDN1	TATDN1	TATDN1
OG0009539	TATDN3	LOC133347173	TATDN3
OG0009540	TAX1BP1	TAX1BP1	TAX1BP1
OG0009541	TAX1BP3	TAX1BP3	LOC116951970
OG0009542	TBC1D10A	LOC133348833	LOC116950068
OG0009543	TBC1D13	TBC1D13	TBC1D13
OG0009544	TBC1D17	TBC1D15	TBC1D15
OG0009545	TBC1D19	TBC1D19	TBC1D19
OG0009546	TBC1D20	TBC1D20	TBC1D20
OG0009547	TBC1D23	TBC1D23	TBC1D23
OG0009548	TBC1D24	TBC1D24	TBC1D24
OG0009549	TBC1D25	TBC1D25	TBC1D25
OG0009550	TBC1D30	TBC1D30	TBC1D30
OG0009551	TBC1D32	TBC1D32	TBC1D32
OG0009552	TBC1D5	TBC1D5	TBC1D5
OG0009553	TBCA	TBCA	TBCA
OG0009554	TBCD	TBCD	TBCD
OG0009555	TBCEL	TBCEL	TBCEL
OG0009556	TBCK	TBCK	TBCK
OG0009557	TBK1	TBK1	TBK1
OG0009558	TBL2	TBL2	TBL2
OG0009559	TBX20	LOC133340496	LOC116945900
OG0009560	TBXT	LOC133352956	TBXT
OG0009561	TC2N	LOC133356290	LOC116953994
OG0009562	TCF21	LOC133349264	LOC116942696
OG0009563	TCFL5	LOC133353011	LOC116946560
OG0009565	TCTE1	LOC133341467	DRC5
OG0009566	TDG	LOC133352344	LOC116950514
OG0009567	TDP1	TDP1	TDP1
OG0009568	TDP2	LOC133344121	LOC116941707
OG0009569	TDRD15	LOC133352925	LOC116946468
OG0009570	TECPR1	TECPR1	TECPR1
OG0009571	TECPR2	LOC133347366	TECPR2
OG0009572	TEDC2	TEDC2	TEDC2
OG0009573	TEN1	TEN1	TEN1
OG0009574	TEP1	LOC133339599	TEP1
OG0009575	TERB1	TERB1	TERB1
OG0009576	TERB2	TERB2	TERB2
OG0009577	TES	LOC133348955	TES
OG0009578	TEX10	TEX10	TEX10
OG0009579	TEX264	TEX264	TEX264
OG0009580	TEX47	TEX47	TEX47
OG0009581	TFAP4	TFAP4	TFAP4
OG0009582	TFB1M	TFB1M	TFB1M
OG0009583	TFB2M	TFB2M	TFB2M
OG0009584	TFPT	TFPT	TFPT
OG0009585	TGFB2	LOC133360030	LOC116947177
OG0009586	TGS1	TGS1	TGS1
OG0009587	TH	LOC133350419	TH
OG0009588	THG1L	THG1L	THG1L
OG0009589	THOC1	THOC1	THOC1
OG0009590	THOC2	THOC2	THOC2
OG0009591	THOC5	THOC5	THOC5
OG0009592	THOC7	THOC7	THOC7
OG0009593	THTPA	THTPA	THTPA
OG0009594	THUMPD1	THUMPD1	THUMPD1
OG0009595	THUMPD3	THUMPD3	THUMPD3
OG0009596	TIMM10	TIMM10	TIMM10
OG0009597	TIMM21	TIMM21	TIMM21
OG0009598	TIMM22	TIMM22	TIMM22
OG0009599	TIMM44	LOC133355192	TIMM44
OG0009600	TIMM50	TIMM50	TIMM50
OG0009601	TIMM8A	LOC133357780	LOC116955662
OG0009602	TIMMDC1	TIMMDC1	TIMMDC1
OG0009603	TIMP3	LOC133351565	LOC116947500
OG0009604	TKFC	TKFC	TKFC
OG0009605	TM2D1	TM2D1	TM2D1
OG0009606	TM2D2	TM2D2	TM2D2
OG0009607	TM9SF1	TM9SF1	TM9SF1
OG0009608	TM9SF3	TM9SF3	TM9SF3
OG0009609	TM9SF4	TM9SF4	TM9SF4
OG0009610	TMA16	TMA16	TMA16
OG0009611	TMCO1	TMCO1	TMCO1
OG0009612	TMCO3	TMCO3	SLC9D1
OG0009613	TMED10	TMED10	TMED10
OG0009614	TMED2	TMED2	TMED2
OG0009615	TMED6	TMED6	TMED6
OG0009616	TMED8	LOC133341394	TMED8
OG0009617	TMEM101	TMEM101	TMEM101
OG0009618	TMEM108	TMEM108	TMEM108
OG0009619	TMEM11	TMEM11	TMEM11
OG0009620	TMEM116	LOC133355469	LOC116952343
OG0009621	TMEM117	TMEM117	TMEM117
OG0009622	TMEM125	TMEM125	TMEM125
OG0009623	TMEM128	TMEM128	TMEM128
OG0009624	TMEM131	LOC133350013	TMEM131
OG0009625	TMEM135	TMEM135	TMEM135
OG0009626	TMEM138	TMEM138	TMEM138
OG0009627	TMEM143	TMEM143	TMEM143
OG0009628	TMEM144	TMEM144	TMEM144
OG0009629	TMEM147	TMEM147	TMEM147
OG0009630	TMEM160	TMEM160	TMEM160
OG0009631	TMEM161B	LOC133354120	LOC116950615
OG0009632	TMEM163	TMEM163	TMEM163
OG0009633	TMEM164	TMEM164	TMEM164
OG0009634	TMEM168	TMEM168	TMEM168
OG0009635	TMEM169	TMEM169	TMEM169
OG0009636	TMEM178B	LOC133350211	LOC116940015
OG0009637	TMEM18	TMEM18	TMEM18
OG0009638	TMEM181	TMEM181	TMEM181
OG0009639	TMEM183A	TMEM183A	TMEM183A
OG0009640	TMEM184B	TMEM184B	TMEM184B
OG0009641	TMEM184C	TMEM184C	TMEM184C
OG0009642	TMEM19	TMEM19	TMEM19
OG0009643	TMEM196	TMEM196	TMEM196
OG0009644	TMEM199	TMEM199	VMA12
OG0009645	TMEM200A	LOC133352970	LOC116946692
OG0009646	TMEM201	TMEM201	TMEM201
OG0009647	TMEM204	TMEM204	TMEM204
OG0009648	TMEM208	TMEM208	TMEM208
OG0009649	TMEM209	TMEM209	TMEM209
OG0009650	TMEM214	LOC133353257	LOC116945152
OG0009651	TMEM220	TMEM220	TMEM220
OG0009652	TMEM222	TMEM222	TMEM222
OG0009653	TMEM223	TMEM223	TMEM223
OG0009654	TMEM229A	TMEM229A	TMEM229A
OG0009655	TMEM229B	TMEM229B	TMEM229B
OG0009656	TMEM231	TMEM231	TMEM231
OG0009657	TMEM234	TMEM234	TMEM234
OG0009658	TMEM237	LOC133341973	LOC142929609
OG0009659	TMEM240	TMEM240	TMEM240
OG0009660	TMEM241	TMEM241	SLC35D4
OG0009661	TMEM243	TMEM243	TMEM243
OG0009662	TMEM244	TMEM244	TMEM244
OG0009663	TMEM258	TMEM258	TMEM258
OG0009665	TMEM260	TMEM260	TMEM260
OG0009666	TMEM266	TMEM266	TMEM266
OG0009667	TMEM275	TMEM275	TMEM275
OG0009668	TMEM33	TMEM33	TMEM33
OG0009669	TMEM38A	TMEM38A	TMEM38A
OG0009670	TMEM41A	TMEM41A	TMEM41A
OG0009671	TMEM41B	TMEM41B	TMEM41B
OG0009672	TMEM47	TMEM47	LOC116955628
OG0009673	TMEM60	TMEM60	TMEM60
OG0009674	TMEM64	TMEM64	TMEM64
OG0009675	TMEM67	TMEM67	TMEM67
OG0009676	TMEM70	TMEM70	TMEM70
OG0009677	TMEM86A	TMEM86A	TMEM86A
OG0009678	TMEM9	TMEM9	TMEM9
OG0009679	TMEM94	TMEM94	TMEM94
OG0009680	TMEM97	TMEM97	TMEM97
OG0009681	TMF1	TMF1	TMF1
OG0009682	TMOD4	LOC133354125	LOC116950604
OG0009683	TMTC1	TMTC1	TMTC1
OG0009684	TMTC2	TMTC2	TMTC2
OG0009685	TMTC3	TMTC3	TMTC3
OG0009686	TMTC4	TMTC4	TMTC4
OG0009687	TNFAIP3	LOC133357132	TNFAIP3
OG0009688	TNFRSF21	TNFRSF21	TNFRSF21
OG0009690	TNK2	TNK2	TNK2
OG0009691	TNNC1	LOC133349381	TNNC1
OG0009692	TOE1	TOE1	TOE1
OG0009693	TOLLIP	TOLLIP	TOLLIP
OG0009694	TOMM40	LOC133342107	LOC116948193
OG0009695	TOMM5	TOMM5	TOMM5
OG0009696	TOMM6	TOMM6	TOMM6
OG0009697	TOMM70	TOMM70	TOMM70
OG0009698	TONSL	TONSL	TONSL
OG0009699	TOP3A	TOP3A	TOP3A
OG0009700	TP53I11	LOC133350153	LOC116940056
OG0009701	TP53RK	TP53RK	TP53RK
OG0009702	TPH1	LOC133351366	TPH1
OG0009703	TPI1	TPI1	TPI1
OG0009704	TPK1	TPK1	TPK1
OG0009705	TPO	TPO	TPO
OG0009706	TPP1	TPP1	TPP1
OG0009707	TRABD2A	LOC133351885	TRABD2B
OG0009708	TRAF3IP1	TRAF3IP1	TRAF3IP1
OG0009709	TRAF6	LOC133351359	TRAF6
OG0009711	TRAPPC10	TRAPPC10	TRAPPC10
OG0009712	TRAPPC11	TRAPPC11	TRAPPC11
OG0009713	TRAPPC12	TRAPPC12	TRAPPC12
OG0009714	TRAPPC13	TRAPPC13	TRAPPC13
OG0009716	TRAPPC2L	TRAPPC2L	TRAPPC2L
OG0009717	TRAPPC3	TRAPPC3	TRAPPC3
OG0009718	TRAPPC4	TRAPPC4	TRAPPC4
OG0009719	TRAPPC5	TRAPPC5	TRAPPC5
OG0009720	TRAPPC8	TRAPPC8	TRAPPC8
OG0009721	TRAPPC9	TRAPPC9	TRAPPC9
OG0009722	TRIM37	TRIM37	TRIM37
OG0009723	TRIM71	TRIM71	TRIM71
OG0009724	TRIP11	LOC133346994	TRIP11
OG0009725	TRIP12	TRIP12	TRIP12
OG0009726	TRIP4	TRIP4	TRIP4
OG0009727	TRIR	TRIR	TRIR
OG0009728	TRIT1	TRIT1	TRIT1
OG0009729	TRMT10C	LOC133354803	LOC116952892
OG0009730	TRMT112	TRMT112	TRMT112
OG0009731	TRMT12	TRMT12	TYW2
OG0009732	TRMT13	TRMT13	TRMT13
OG0009733	TRMT1L	LOC133341910	TRMT1L
OG0009734	TRMT44	TRMT44	TRMT44
OG0009735	TRMT6	TRMT6	LOC116953831
OG0009736	TRMT61A	TRMT61A	TRMT61A
OG0009737	TRMT9B	TRMT9B	TRMT9B
OG0009738	TRPA1	TRPA1	TRPA1
OG0009739	TRPC1	TRPC1	TRPC1
OG0009740	TRPC4AP	TRPC4AP	TRPC4AP
OG0009741	TRPM2	TRPM2	TRPM2
OG0009742	TRPM7	LOC133346765	LOC116940949
OG0009743	TRPT1	TRPT1	TRPT1
OG0009744	TSC1	TSC1	TSC1
OG0009745	TSC2	TSC2	TSC2
OG0009746	TSEN15	TSEN15	TSEN15
OG0009747	TSEN34	TSEN34	TSEN34
OG0009749	TSG101	TSG101	LOC116945489
OG0009750	TSKU	TSKU	TSKU
OG0009751	TSN	TSN	TSN
OG0009752	TSNAX	TSNAX	TSNAX
OG0009753	TSPAN3	LOC133346455	LOC116956464
OG0009754	TSR1	TSR1	TSR1
OG0009755	TSR2	TSR2	TSR2
OG0009756	TSR3	TSR3	TSR3
OG0009757	TSTD2	TSTD2	TSTD2
OG0009758	TTC19	TTC19	TTC19
OG0009759	TTC21B	TTC21B	TTC21B
OG0009760	TTC24	TTC24	TTC24
OG0009761	TTC27	TTC27	TTC27
OG0009762	TTC38	TTC38	TTC38
OG0009763	TTC8	TTC8	TTC8
OG0009765	TTI2	TTI2	TTI2
OG0009766	TTL	TTL	TTL
OG0009767	TTLL1	TTLL1	TTLL1
OG0009768	TTR	TTR	TTR
OG0009769	TTYH2	LOC133347916	LOC116957883
OG0009770	TUBD1	TUBD1	TUBD1
OG0009771	TUBE1	TUBE1	TUBE1
OG0009772	TUBGCP2	TUBGCP2	TUBGCP2
OG0009773	TUBGCP4	TUBGCP4	TUBGCP4
OG0009774	TUBGCP6	TUBGCP6	TUBGCP6
OG0009775	TULP4	TULP4	TULP4
OG0009776	TUSC2	TUSC2	TUSC2
OG0009777	TUT1	LOC133344813	TUT1
OG0009778	TWNK	TWNK	TWNK
OG0009779	TWSG1	TWSG1	TWSG1
OG0009780	TXN2	TXN2	TXN2
OG0009781	TXNDC11	TXNDC11	TXNDC11
OG0009782	TXNDC15	TXNDC15	TXNDC15
OG0009783	TXNDC16	TXNDC16	TXNDC16
