AnnotationType	ProteinID	OrganismShortName	SpeciesGroup	GeneGroup	ProteinLen
denovo	dogDenovo__Unknown__TRINITY_DN271073_c0_g1_i1.p1	dog		CMAF	116.0
denovo	dogDenovo__Unknown__TRINITY_DN4997_c0_g1_i5.p1	dog		CRX	300.0
denovo	dogDenovo__Unknown__TRINITY_DN8598_c0_g1_i1.p1	dog		MAFG	157.0
denovo	dogDenovo__Unknown__TRINITY_DN264_c0_g1_i7.p1	dog		NRL	258.0
denovo	dogDenovo__Unknown__TRINITY_DN931_c0_g1_i16.p1	dog		OTX2	298.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN20967_c0_g1_i1.p1	groundSquirrel		CMAF	290.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN1475_c0_g1_i5.p1	groundSquirrel		CRX	300.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN44944_c0_g1_i1.p4	groundSquirrel		MAFA	158.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN2585_c2_g1_i1.p1	groundSquirrel		MAFB	191.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN9766_c0_g1_i5.p1	groundSquirrel		MAFF	154.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN4278_c0_g1_i1.p1	groundSquirrel		MAFG	192.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN36295_c1_g1_i1.p1	groundSquirrel		MAFK	157.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN5166_c0_g1_i6.p1	groundSquirrel		NRL	238.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN15194_c0_g2_i1.p1	groundSquirrel		OTX1	233.0
denovo	groundSquirrelDenovo__Unknown__TRINITY_DN3863_c1_g1_i29.p1	groundSquirrel		OTX2	337.0
denovo	zokorDenovo__Unknown__TRINITY_DN1863_c0_g1_i4.p1	zokor		CRX	337.0
denovo	zokorDenovo__Unknown__TRINITY_DN848_c1_g1_i2.p1	zokor		MAFB	154.0
denovo	zokorDenovo__Unknown__TRINITY_DN51399_c0_g1_i1.p1	zokor		MAFG	122.0
denovo	zokorDenovo__Unknown__TRINITY_DN1136_c0_g1_i5.p1	zokor		MAFK	172.0
denovo	zokorDenovo__Unknown__TRINITY_DN279_c0_g1_i21.p1	zokor		NRL	229.0
denovo	zokorDenovo__Unknown__TRINITY_DN41325_c1_g1_i8.p1	zokor		OTX2	329.0
denovo	sandRatDenovo__Unknown__TRINITY_DN161_c4_g1_i1.p1	sandRat		CMAF	186.0
denovo	sandRatDenovo__Unknown__TRINITY_DN441_c1_g2_i6.p1	sandRat		CRX	349.0
denovo	sandRatDenovo__Unknown__TRINITY_DN273514_c0_g1_i1.p1	sandRat		MAFA	111.0
denovo	sandRatDenovo__Unknown__TRINITY_DN6054_c1_g1_i1.p1	sandRat		MAFB	407.0
denovo	sandRatDenovo__Unknown__TRINITY_DN5807_c0_g2_i3.p2	sandRat		MAFF	151.0
denovo	sandRatDenovo__Unknown__TRINITY_DN2383_c0_g1_i7.p1	sandRat		MAFG	165.0
denovo	sandRatDenovo__Unknown__TRINITY_DN5807_c0_g1_i1.p3	sandRat		MAFK	157.0
denovo	sandRatDenovo__Unknown__TRINITY_DN505_c2_g2_i5.p1	sandRat		NRL	234.0
denovo	sandRatDenovo__Unknown__TRINITY_DN288_c2_g1_i1.p2	sandRat		OTX1	297.0
denovo	sandRatDenovo__Unknown__TRINITY_DN3448_c0_g1_i13.p1	sandRat		OTX2	298.0
denovo	brownRatDenovo__Unknown__TRINITY_DN62859_c0_g1_i1.p2	brownRat		CMAF	126.0
denovo	brownRatDenovo__Unknown__TRINITY_DN587_c0_g1_i1.p1	brownRat		CRX	381.0
denovo	brownRatDenovo__Unknown__TRINITY_DN120753_c0_g1_i1.p2	brownRat		MAFB	133.0
denovo	brownRatDenovo__Unknown__TRINITY_DN10390_c0_g1_i3.p1	brownRat		MAFG	193.0
denovo	brownRatDenovo__Unknown__TRINITY_DN179795_c0_g1_i1.p2	brownRat		MAFK	111.0
denovo	brownRatDenovo__Unknown__TRINITY_DN35_c0_g1_i1.p1	brownRat		NRL	181.0
denovo	brownRatDenovo__Unknown__TRINITY_DN769_c0_g1_i30.p1	brownRat		OTX2	330.0
denovo	labMouseDenovo__Unknown__TRINITY_DN33128_c0_g1_i1.p3	labMouse		CMAF	103.0
denovo	labMouseDenovo__Unknown__TRINITY_DN815_c0_g1_i2.p1	labMouse		CRX	452.0
denovo	labMouseDenovo__Unknown__TRINITY_DN78582_c0_g1_i1.p2	labMouse		MAFB	126.0
denovo	labMouseDenovo__Unknown__TRINITY_DN3886_c0_g1_i2.p1	labMouse		MAFG	220.0
denovo	labMouseDenovo__Unknown__TRINITY_DN2_c0_g1_i2.p1	labMouse		NRL	238.0
denovo	labMouseDenovo__Unknown__TRINITY_DN2938_c0_g1_i1.p1	labMouse		OTX2	290.0
denovo	marmosetDenovo__Unknown__TRINITY_DN553_c0_g1_i16.p1	marmoset		CMAF	179.0
denovo	marmosetDenovo__Unknown__TRINITY_DN5403_c0_g1_i13.p1	marmoset		CRX	300.0
denovo	marmosetDenovo__Unknown__TRINITY_DN91344_c0_g1_i1.p3	marmoset		MAFA	130.0
denovo	marmosetDenovo__Unknown__TRINITY_DN151009_c0_g1_i1.p1	marmoset		MAFB	475.0
denovo	marmosetDenovo__Unknown__TRINITY_DN5994_c1_g1_i1.p1	marmoset		MAFF	165.0
denovo	marmosetDenovo__Unknown__TRINITY_DN63898_c0_g1_i5.p1	marmoset		MAFK	221.0
denovo	marmosetDenovo__Unknown__TRINITY_DN4866_c0_g1_i4.p1	marmoset		NRL	294.0
denovo	marmosetDenovo__Unknown__TRINITY_DN1525_c0_g2_i2.p1	marmoset		OTX1	356.0
denovo	marmosetDenovo__Unknown__TRINITY_DN25299_c0_g1_i29.p1	marmoset		OTX2	298.0
denovo	nancymaMonkeyDenovo__Unknown__TRINITY_DN5405_c0_g1_i3.p2	nancymaMonkey		CMAF	125.0
denovo	nancymaMonkeyDenovo__Unknown__TRINITY_DN575_c0_g1_i5.p1	nancymaMonkey		CRX	300.0
denovo	nancymaMonkeyDenovo__Unknown__TRINITY_DN4340_c1_g1_i2.p1	nancymaMonkey		MAFG	380.0
denovo	nancymaMonkeyDenovo__Unknown__TRINITY_DN9414_c0_g1_i5.p1	nancymaMonkey		MAFK	175.0
denovo	nancymaMonkeyDenovo__Unknown__TRINITY_DN463_c0_g2_i3.p1	nancymaMonkey		NRL	226.0
denovo	nancymaMonkeyDenovo__Unknown__TRINITY_DN163_c0_g1_i7.p1	nancymaMonkey		OTX2	298.0
denovo	oliveBaboonDenovo__Unknown__TRINITY_DN2996_c0_g1_i3.p1	oliveBaboon		CRX	435.0
denovo	oliveBaboonDenovo__Unknown__TRINITY_DN34300_c0_g1_i1.p1	oliveBaboon		NRL	125.0
denovo	oliveBaboonDenovo__Unknown__TRINITY_DN2996_c0_g1_i3.p1	oliveBaboon		OTX2	435.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN4999_c0_g4_i1.p1	crabMacaque		CMAF	199.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN562_c0_g3_i8.p1	crabMacaque		CRX	357.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN24195_c0_g1_i1.p2	crabMacaque		MAFA	152.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN4772_c6_g1_i1.p1	crabMacaque		MAFB	324.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN21938_c0_g4_i1.p1	crabMacaque		MAFF	151.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN6099_c0_g1_i7.p1	crabMacaque		MAFG	245.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN6099_c0_g2_i2.p1	crabMacaque		MAFK	223.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN3324_c0_g1_i5.p1	crabMacaque		NRL	240.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN4021_c0_g2_i1.p1	crabMacaque		OTX1	527.0
denovo	crabMacaqueDenovo__Unknown__TRINITY_DN2132_c0_g1_i46.p1	crabMacaque		OTX2	298.0
denovo	rhesusMacaqueDenovo__Unknown__TRINITY_DN7101_c0_g1_i1.p1	rhesusMacaque		CMAF	147.0
denovo	rhesusMacaqueDenovo__Unknown__TRINITY_DN1307_c16_g1_i11.p1	rhesusMacaque		CRX	379.0
denovo	rhesusMacaqueDenovo__Unknown__TRINITY_DN261237_c0_g1_i1.p2	rhesusMacaque		MAFB	116.0
denovo	rhesusMacaqueDenovo__Unknown__TRINITY_DN783_c0_g1_i6.p1	rhesusMacaque		NRL	173.0
denovo	rhesusMacaqueDenovo__Unknown__TRINITY_DN189059_c0_g1_i1.p1	rhesusMacaque		OTX1	143.0
denovo	rhesusMacaqueDenovo__Unknown__TRINITY_DN1841_c0_g2_i1.p1	rhesusMacaque		OTX2	330.0
denovo	humanDenovo__Unknown__TRINITY_DN1615_c0_g1_i3.p1	human		CMAF	136.0
denovo	humanDenovo__Unknown__TRINITY_DN663_c0_g1_i33.p1	human		CRX	463.0
denovo	humanDenovo__Unknown__TRINITY_DN152954_c0_g1_i1.p2	human		MAFB	102.0
denovo	humanDenovo__Unknown__TRINITY_DN10086_c0_g1_i2.p1	human		MAFG	122.0
denovo	humanDenovo__Unknown__TRINITY_DN1334_c0_g1_i6.p1	human		NRL	238.0
denovo	humanDenovo__Unknown__TRINITY_DN983_c0_g1_i13.p1	human		OTX2	290.0
